id,iso_code,洲名,國家,日期,總確診數,新增確診數,七天移動平均新增確診數,總死亡數,新增死亡數,七天移動平均新增死亡數,每百萬人確診數,每百萬人死亡數,傳染率,新增檢驗件數,總檢驗件數,每千人檢驗件數,七天移動平均新增檢驗件數,陽性率,每確診案例相對檢驗數量,疫苗總接種總劑數,疫苗總接種人數,疫苗新增接種劑數,七天移動平均疫苗新增接種劑數,每百人接種疫苗劑數,每百人接種疫苗人數,疫情控管指數,總人口數,中位數年紀,70歲以上人口比例,平均壽命,解除隔離數,解封指數
158797,TWN,亞洲,台灣,2020/11/26,625,2,2.286,7,0,0,26.2,0.293,1.05,108986,425,4.569,282,0.008,123.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,555,0.14
158796,TWN,亞洲,台灣,2020/11/25,623,5,2.286,7,0,0,26.116,0.293,1.05,108561,329,4.551,282,0.008,123.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,553,0.14
158795,TWN,亞洲,台灣,2020/11/24,618,0,1.857,7,0,0,25.907,0.293,1.05,108232,342,4.537,276,0.007,148.6,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,549,0.14
158794,TWN,亞洲,台灣,2020/11/23,618,1,2.143,7,0,0,25.907,0.293,1.05,107890,341,4.523,258,0.008,120.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,549,0.14
158793,TWN,亞洲,台灣,2020/11/22,617,6,2.143,7,0,0,25.865,0.293,1.06,107549,126,4.508,264,0.008,123.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,548,0.14
158792,TWN,亞洲,台灣,2020/11/21,611,0,1.571,7,0,0,25.613,0.293,1.05,107423,210,4.503,261,0.006,166.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,546,0.13
158791,TWN,亞洲,台灣,2020/11/20,611,2,2,7,0,0,25.613,0.293,1.06,107213,199,4.494,245,0.008,122.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,546,0.13
158790,TWN,亞洲,台灣,2020/11/19,609,2,2.857,7,0,0,25.529,0.293,1.06,107014,429,4.486,245,0.012,85.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,545,0.13
158789,TWN,亞洲,台灣,2020/11/18,607,2,3.286,7,0,0,25.445,0.293,1.08,106585,287,4.468,238,0.014,72.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,541,0.14
158788,TWN,亞洲,台灣,2020/11/17,605,2,3.571,7,0,0,25.362,0.293,1.09,106298,215,4.456,238,0.015,66.6,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,539,0.14
158787,TWN,亞洲,台灣,2020/11/16,603,1,3.571,7,0,0,25.278,0.293,1.11,106083,382,4.447,249,0.014,69.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,536,0.14
158786,TWN,亞洲,台灣,2020/11/15,602,2,3.571,7,0,0,25.236,0.293,1.13,105701,102,4.431,240,0.015,67.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,536,0.14
158785,TWN,亞洲,台灣,2020/11/14,600,3,3.857,7,0,0,25.152,0.293,1.17,105599,98,4.427,243,0.016,63,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,535,0.13
158784,TWN,亞洲,台灣,2020/11/13,597,8,3.429,7,0,0,25.026,0.293,1.2,105501,204,4.423,245,0.014,71.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,533,0.13
158783,TWN,亞洲,台灣,2020/11/12,589,5,2.857,7,0,0,24.691,0.293,1.22,105297,380,4.414,272,0.011,95.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,532,0.12
158782,TWN,亞洲,台灣,2020/11/11,584,4,2.286,7,0,0,24.481,0.293,1.23,104917,287,4.398,257,0.009,112.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,528,0.12
158781,TWN,亞洲,台灣,2020/11/10,580,2,1.857,7,0,0,24.314,0.293,1.22,104630,292,4.386,262,0.007,141.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,528,0.11
158780,TWN,亞洲,台灣,2020/11/9,578,1,2.143,7,0,0,24.23,0.293,1.22,104338,320,4.374,262,0.008,122.3,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,526,0.11
158779,TWN,亞洲,台灣,2020/11/8,577,4,2.714,7,0,0,24.188,0.293,1.23,104018,118,4.36,266,0.01,98,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,524,0.11
158778,TWN,亞洲,台灣,2020/11/7,573,0,2.571,7,0,0,24.02,0.293,1.23,103900,114,4.355,266,0.01,103.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,523,0.11
158777,TWN,亞洲,台灣,2020/11/6,573,4,2.714,7,0,0,24.02,0.293,1.24,103786,394,4.351,263,0.01,96.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,523,0.11
158776,TWN,亞洲,台灣,2020/11/5,569,1,2.286,7,0,0,23.852,0.293,1.25,103392,272,4.334,229,0.01,100.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,523,0.1
158775,TWN,亞洲,台灣,2020/11/4,568,1,2.571,7,0,0,23.811,0.293,1.26,103120,325,4.323,271,0.01,105.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,521,0.1
158774,TWN,亞洲,台灣,2020/11/3,567,4,2.429,7,0,0,23.769,0.293,1.29,102795,288,4.309,253,0.01,104.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,521,0.1
158773,TWN,亞洲,台灣,2020/11/2,563,5,1.857,7,0,0,23.601,0.293,1.3,102507,352,4.297,241,0.008,129.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,519,0.1
158772,TWN,亞洲,台灣,2020/11/1,558,3,1.143,7,0,0,23.391,0.293,1.29,102155,116,4.282,233,0.005,203.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,518,0.09
158771,TWN,亞洲,台灣,2020/10/31,555,1,0.714,7,0,0,23.266,0.293,1.26,102039,93,4.277,233,0.003,326.3,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,515,0.09
158770,TWN,亞洲,台灣,2020/10/30,554,1,0.857,7,0,0,23.224,0.293,1.24,101946,156,4.274,234,0.004,273,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,514,0.09
158769,TWN,亞洲,台灣,2020/10/29,553,3,0.714,7,0,0,23.182,0.293,1.23,101790,569,4.267,237,0.003,331.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,513,0.09
158768,TWN,亞洲,台灣,2020/10/28,550,0,0.857,7,0,0,23.056,0.293,1.2,101221,198,4.243,203,0.004,236.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,508,0.1
158767,TWN,亞洲,台灣,2020/10/27,550,0,1,7,0,0,23.056,0.293,1.17,101023,206,4.235,205,0.005,205,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,502,0.11
158766,TWN,亞洲,台灣,2020/10/26,550,0,1.429,7,0,0,23.056,0.293,1.16,100817,293,4.226,207,0.007,144.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,502,0.11
158765,TWN,亞洲,台灣,2020/10/25,550,0,2.143,7,0,0,23.056,0.293,1.17,100524,118,4.214,210,0.01,98,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,502,0.11
158764,TWN,亞洲,台灣,2020/10/24,550,2,2.143,7,0,0,23.056,0.293,1.19,100406,97,4.209,219,0.01,102.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,502,0.11
158763,TWN,亞洲,台灣,2020/10/23,548,0,1.857,7,0,0,22.972,0.293,1.2,100309,177,4.205,224,0.008,120.6,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,497,0.12
158762,TWN,亞洲,台灣,2020/10/22,548,4,2.429,7,0,0,22.972,0.293,1.23,100132,329,4.198,253,0.01,104.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,497,0.12
158761,TWN,亞洲,台灣,2020/10/21,544,1,2,7,0,0,22.804,0.293,1.25,99803,215,4.184,290,0.007,145,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,495,0.11
158760,TWN,亞洲,台灣,2020/10/20,543,3,1.857,7,0,0,22.763,0.293,1.27,99588,223,4.175,309,0.006,166.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,495,0.11
158759,TWN,亞洲,台灣,2020/10/19,540,5,1.571,7,0,0,22.637,0.293,1.29,99365,314,4.165,316,0.005,201.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,493,0.11
158758,TWN,亞洲,台灣,2020/10/18,535,0,1.143,7,0,0,22.427,0.293,1.27,99051,176,4.152,314,0.004,274.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,491,0.1
158757,TWN,亞洲,台灣,2020/10/17,535,0,1.143,7,0,0,22.427,0.293,1.27,98875,132,4.145,307,0.004,268.6,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,491,0.1
158756,TWN,亞洲,台灣,2020/10/16,535,4,1.143,7,0,0,22.427,0.293,1.28,98743,382,4.139,304,0.004,266,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,491,0.1
158755,TWN,亞洲,台灣,2020/10/15,531,1,1,7,0,0,22.259,0.293,1.26,98361,589,4.123,298,0.003,298,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,491,0.1
158754,TWN,亞洲,台灣,2020/10/14,530,0,1,7,0,0,22.218,0.293,1.24,97772,345,4.099,298,0.003,298,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,491,0.09
158753,TWN,亞洲,台灣,2020/10/13,530,1,1.286,7,0,0,22.218,0.293,1.24,97427,271,4.084,311,0.004,241.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,489,0.1
158752,TWN,亞洲,台灣,2020/10/12,529,2,1.571,7,0,0,22.176,0.293,1.23,97156,305,4.073,296,0.005,188.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,489,0.1
158751,TWN,亞洲,台灣,2020/10/11,527,0,1.429,7,0,0,22.092,0.293,1.23,96851,123,4.06,303,0.005,212,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,488,0.09
158750,TWN,亞洲,台灣,2020/10/10,527,0,1.429,7,0,0,22.092,0.293,1.24,96728,114,4.055,310,0.005,216.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,488,0.09
158749,TWN,亞洲,台灣,2020/10/9,527,3,1.429,7,0,0,22.092,0.293,1.26,96614,339,4.05,309,0.005,216.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,488,0.09
158748,TWN,亞洲,台灣,2020/10/8,524,1,1.286,7,0,0,21.966,0.293,1.26,96275,590,4.036,317,0.004,246.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,487,0.09
158747,TWN,亞洲,台灣,2020/10/7,523,2,1.286,7,0,0,21.924,0.293,1.28,95685,432,4.011,254,0.005,197.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,486,0.09
158746,TWN,亞洲,台灣,2020/10/6,521,3,1.143,7,0,0,21.84,0.293,1.28,95253,170,3.993,229,0.005,200.3,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,485,0.09
158745,TWN,亞洲,台灣,2020/10/5,518,1,0.714,7,0,0,21.715,0.293,1.26,95083,356,3.986,235,0.003,329.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,485,0.08
158744,TWN,亞洲,台灣,2020/10/4,517,0,1,7,0,0,21.673,0.293,1.24,94727,167,3.971,221,0.005,221,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,484,0.08
158743,TWN,亞洲,台灣,2020/10/3,517,0,1,7,0,0,21.673,0.293,1.23,94560,109,3.964,227,0.004,227,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,484,0.08
158742,TWN,亞洲,台灣,2020/10/2,517,2,1,7,0,0,21.673,0.293,1.23,94451,392,3.959,250,0.004,250,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,484,0.08
158741,TWN,亞洲,台灣,2020/10/1,515,1,0.857,7,0,0,21.589,0.293,1.23,94059,152,3.943,214,0.004,249.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,484,0.08
158740,TWN,亞洲,台灣,2020/9/30,514,1,0.714,7,0,0,21.547,0.293,1.22,93907,260,3.937,221,0.003,309.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,483,0.08
158739,TWN,亞洲,台灣,2020/9/29,513,0,0.571,7,0,0,21.505,0.293,1.22,93647,211,3.926,220,0.003,385.3,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,482,0.08
158738,TWN,亞洲,台灣,2020/9/28,513,3,0.571,7,0,0,21.505,0.293,1.22,93436,259,3.917,215,0.003,376.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,482,0.08
158737,TWN,亞洲,台灣,2020/9/27,510,0,0.429,7,0,0,21.379,0.293,1.19,93177,204,3.906,218,0.002,508.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,480,0.08
158736,TWN,亞洲,台灣,2020/9/26,510,0,0.571,7,0,0,21.379,0.293,1.17,92973,275,3.897,203,0.003,355.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,480,0.08
158735,TWN,亞洲,台灣,2020/9/25,510,1,1,7,0,0,21.379,0.293,1.16,92698,137,3.886,178,0.006,178,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,480,0.08
158734,TWN,亞洲,台灣,2020/9/24,509,0,0.857,7,0,0,21.337,0.293,1.15,92561,198,3.88,208,0.004,242.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,480,0.08
158733,TWN,亞洲,台灣,2020/9/23,509,0,1.286,7,0,0,21.337,0.293,1.15,92363,257,3.872,277,0.005,215.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,480,0.08
158732,TWN,亞洲,台灣,2020/9/22,509,0,1.429,7,0,0,21.337,0.293,1.17,92106,175,3.861,281,0.005,196.6,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,479,0.08
158731,TWN,亞洲,台灣,2020/9/21,509,2,1.429,7,0,0,21.337,0.293,1.19,91931,283,3.854,278,0.005,194.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,479,0.08
158730,TWN,亞洲,台灣,2020/9/20,507,1,1.286,7,0,0,21.253,0.293,1.22,91648,98,3.842,260,0.005,202.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,479,0.07
158729,TWN,亞洲,台灣,2020/9/19,506,3,1.143,7,0,0,21.211,0.293,1.24,91550,95,3.838,276,0.004,241.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,479,0.07
158728,TWN,亞洲,台灣,2020/9/18,503,0,0.714,7,0,0,21.086,0.293,1.24,91455,351,3.834,280,0.003,392.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,478,0.07
158727,TWN,亞洲,台灣,2020/9/17,503,3,1,7,0,0,21.086,0.293,1.25,91104,680,3.819,257,0.004,257,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,478,0.07
158726,TWN,亞洲,台灣,2020/9/16,500,1,0.714,7,0,0,20.96,0.293,1.23,90424,282,3.791,192,0.004,268.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,477,0.06
158725,TWN,亞洲,台灣,2020/9/15,499,0,0.571,7,0,0,20.918,0.293,1.21,90142,160,3.779,174,0.003,304.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,476,0.06
158724,TWN,亞洲,台灣,2020/9/14,499,1,0.714,7,0,0,20.918,0.293,1.2,89982,154,3.772,177,0.004,247.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,476,0.06
158723,TWN,亞洲,台灣,2020/9/13,498,0,0.714,7,0,0,20.876,0.293,1.18,89828,210,3.766,182,0.004,254.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,475,0.06
158722,TWN,亞洲,台灣,2020/9/12,498,0,0.857,7,0,0,20.876,0.293,1.18,89618,126,3.757,177,0.005,206.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,475,0.06
158721,TWN,亞洲,台灣,2020/9/11,498,2,1.143,7,0,0,20.876,0.293,1.18,89492,186,3.751,175,0.007,153.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,475,0.06
158720,TWN,亞洲,台灣,2020/9/10,496,1,1,7,0,0,20.792,0.293,1.18,89306,224,3.744,183,0.006,183,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,475,0.06
158719,TWN,亞洲,台灣,2020/9/9,495,0,0.857,7,0,0,20.75,0.293,1.17,89082,155,3.734,184,0.005,214.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,475,0.06
158718,TWN,亞洲,台灣,2020/9/8,495,1,1,7,0,0,20.75,0.293,1.17,88927,187,3.728,184,0.005,184,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,475,0.06
158717,TWN,亞洲,台灣,2020/9/7,494,1,0.857,7,0,0,20.708,0.293,1.16,88740,188,3.72,178,0.005,207.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,475,0.05
158716,TWN,亞洲,台灣,2020/9/6,493,1,0.714,7,0,0,20.667,0.293,1.16,88552,173,3.712,181,0.004,253.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,473,0.06
158715,TWN,亞洲,台灣,2020/9/5,492,2,0.571,7,0,0,20.625,0.293,1.15,88379,112,3.705,179,0.003,313.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,473,0.06
158714,TWN,亞洲,台灣,2020/9/4,490,1,0.429,7,0,0,20.541,0.293,1.14,88267,242,3.7,184,0.002,428.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,471,0.06
158713,TWN,亞洲,台灣,2020/9/3,489,0,0.286,7,0,0,20.499,0.293,1.11,88025,232,3.69,175,0.002,611.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,471,0.05
158712,TWN,亞洲,台灣,2020/9/2,489,1,0.286,7,0,0,20.499,0.293,1.09,87793,152,3.68,171,0.002,597.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,471,0.05
158711,TWN,亞洲,台灣,2020/9/1,488,0,0.143,7,0,0,20.457,0.293,1.03,87641,144,3.674,175,0.001,1223.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,462,0.07
158710,TWN,亞洲,台灣,2020/8/31,488,0,0.143,7,0,0,20.457,0.293,0.98,87497,215,3.668,177,0.001,1237.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,462,0.07
158709,TWN,亞洲,台灣,2020/8/30,488,0,0.143,7,0,0,20.457,0.293,0.95,87282,157,3.659,181,0.001,1265.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,462,0.07
158708,TWN,亞洲,台灣,2020/8/29,488,1,0.143,7,0,0,20.457,0.293,0.93,87125,148,3.652,175,0.001,1223.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,462,0.07
158707,TWN,亞洲,台灣,2020/8/28,487,0,0,7,0,0,20.415,0.293,0.87,86977,177,3.646,172,0,0,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,462,0.07
158706,TWN,亞洲,台灣,2020/8/27,487,0,0.143,7,0,0,20.415,0.293,0.83,86800,204,3.639,178,0.001,1244.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,462,0.07
158705,TWN,亞洲,台灣,2020/8/26,487,0,0.143,7,0,0,20.415,0.293,0.79,86596,182,3.63,179,0.001,1251.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,462,0.07
158704,TWN,亞洲,台灣,2020/8/25,487,0,0.143,7,0,0,20.415,0.293,0.77,86414,155,3.622,185,0.001,1293.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,457,0.08
158703,TWN,亞洲,台灣,2020/8/24,487,0,0.286,7,0,0,20.415,0.293,0.75,86259,242,3.616,186,0.002,650.3,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,457,0.08
158702,TWN,亞洲,台灣,2020/8/23,487,0,0.429,7,0,0,20.415,0.293,0.74,86017,117,3.606,189,0.002,440.6,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,457,0.08
158701,TWN,亞洲,台灣,2020/8/22,487,0,0.714,7,0,0,20.415,0.293,0.73,85900,128,3.601,190,0.004,266.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,457,0.08
158700,TWN,亞洲,台灣,2020/8/21,487,1,0.857,7,0,0,20.415,0.293,0.74,85772,217,3.596,191,0.005,222.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,457,0.08
158699,TWN,亞洲,台灣,2020/8/20,486,0,0.714,7,0,0,20.373,0.293,0.74,85555,214,3.586,188,0.004,263.3,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,457,0.08
158698,TWN,亞洲,台灣,2020/8/19,486,0,0.714,7,0,0,20.373,0.293,0.75,85341,222,3.577,190,0.004,266.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,457,0.08
158697,TWN,亞洲,台灣,2020/8/18,486,1,0.857,7,0,0,20.373,0.293,0.76,85119,165,3.568,186,0.005,217,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,450,0.1
158696,TWN,亞洲,台灣,2020/8/17,485,1,1.143,7,0,0,20.331,0.293,0.77,84954,260,3.561,183,0.006,160.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,450,0.09
158695,TWN,亞洲,台灣,2020/8/16,484,2,1,7,0,0,20.289,0.293,0.78,84694,124,3.55,181,0.006,181,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,450,0.09
158694,TWN,亞洲,台灣,2020/8/15,482,1,0.714,7,0,0,20.205,0.293,0.78,84570,133,3.545,184,0.004,257.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,450,0.09
158693,TWN,亞洲,台灣,2020/8/14,481,0,0.857,7,0,0,20.163,0.293,0.77,84437,198,3.54,189,0.005,220.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,450,0.08
158692,TWN,亞洲,台灣,2020/8/13,481,0,0.857,7,0,0,20.163,0.293,0.77,84239,229,3.531,185,0.005,215.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,450,0.08
158691,TWN,亞洲,台灣,2020/8/12,481,1,1,7,0,0,20.163,0.293,0.78,84010,190,3.522,182,0.006,182,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,450,0.08
158690,TWN,亞洲,台灣,2020/8/11,480,3,0.857,7,0,0,20.122,0.293,0.78,83820,147,3.514,185,0.005,215.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,443,0.1
158689,TWN,亞洲,台灣,2020/8/10,477,0,0.714,7,0,0,19.996,0.293,0.76,83673,247,3.508,192,0.004,268.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.1
158688,TWN,亞洲,台灣,2020/8/9,477,0,0,7,0,0,19.996,0.293,0.74,83426,142,3.497,196,0,0,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.1
158687,TWN,亞洲,台灣,2020/8/8,479,2,0.857,7,0,0,20.08,0.293,0.72,83284,173,3.491,194,0.004,226.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.1
158686,TWN,亞洲,台灣,2020/8/7,477,0,1.571,7,0,0,19.996,0.293,0.69,83111,164,3.484,184,0.009,117.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.1
158685,TWN,亞洲,台灣,2020/8/6,477,1,1.571,7,0,0,19.996,0.293,0.67,82947,214,3.477,194,0.008,123.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.1
158684,TWN,亞洲,台灣,2020/8/5,476,0,1.429,7,0,0,19.954,0.293,0.65,82733,211,3.468,193,0.007,135.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.1
158683,TWN,亞洲,台灣,2020/8/4,476,2,1.429,7,0,0,19.954,0.293,0.64,82522,192,3.459,194,0.007,135.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.1
158682,TWN,亞洲,台灣,2020/8/3,474,0,0,7,0,0,19.87,0.293,0.62,82330,273,3.451,215,0,0,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.09
158681,TWN,亞洲,台灣,2020/8/2,475,1,2.429,7,0,0,19.912,0.293,0.6,82057,132,3.44,205,0.012,84.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.09
158680,TWN,亞洲,台灣,2020/8/1,474,7,2.286,7,0,0,19.87,0.293,0.59,81925,104,3.434,204,0.011,89.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,441,0.09
158679,TWN,亞洲,台灣,2020/7/31,467,0,1.286,7,0,0,19.577,0.293,0.57,81821,235,3.43,203,0.006,157.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.08
158678,TWN,亞洲,台灣,2020/7/30,467,0,1.714,7,0,0,19.577,0.293,0.56,81586,203,3.42,188,0.009,109.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.08
158677,TWN,亞洲,台灣,2020/7/29,467,0,1.714,7,0,0,19.577,0.293,0.56,81383,220,3.412,183,0.009,106.8,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.08
158676,TWN,亞洲,台灣,2020/7/28,467,5,2.286,7,0,0,19.577,0.293,0.56,81163,341,3.402,173,0.013,75.7,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.08
158675,TWN,亞洲,台灣,2020/7/27,462,4,1.571,7,0,0,19.367,0.293,0.52,80822,201,3.388,145,0.011,92.3,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.07
158674,TWN,亞洲,台灣,2020/7/26,458,0,1,7,0,0,19.199,0.293,0.48,80621,123,3.38,139,0.007,139,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.06
158673,TWN,亞洲,台灣,2020/7/25,458,0,1,7,0,0,19.199,0.293,0.44,80498,95,3.374,141,0.007,141,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.06
158672,TWN,亞洲,台灣,2020/7/24,458,3,1,7,0,0,19.199,0.293,0.41,80403,135,3.37,143,0.007,143,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.06
158671,TWN,亞洲,台灣,2020/7/23,455,0,0.571,7,0,0,19.074,0.293,0.38,80268,163,3.365,145,0.004,253.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.05
158670,TWN,亞洲,台灣,2020/7/22,455,4,0.571,7,0,0,19.074,0.293,0.36,80105,156,3.358,149,0.004,260.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.05
158669,TWN,亞洲,台灣,2020/7/21,451,0,0,7,0,0,18.906,0.293,0.33,79949,143,3.351,150,0,0,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.04
158668,TWN,亞洲,台灣,2020/7/20,451,0,0,7,0,0,18.906,0.293,0.31,79806,161,3.345,152,0,0,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,440,0.04
