id,iso_code,洲名,國家,日期,總確診數,新增確診數,七天移動平均新增確診數,總死亡數,新增死亡數,七天移動平均新增死亡數,每百萬人確診數,每百萬人死亡數,傳染率,新增檢驗件數,總檢驗件數,每千人檢驗件數,七天移動平均新增檢驗件數,陽性率,每確診案例相對檢驗數量,疫苗總接種總劑數,疫苗總接種人數,疫苗新增接種劑數,七天移動平均疫苗新增接種劑數,每百人接種疫苗劑數,每百人接種疫苗人數,疫情控管指數,總人口數,中位數年紀,70歲以上人口比例,平均壽命,解除隔離數,解封指數
158537,TWN,亞洲,台灣,2020/3/11,48,1,0.857,1,0,0,2.012,0.042,0,15386,445,0.645,362,0.002,422.4,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,17,1.88
158536,TWN,亞洲,台灣,2020/3/10,47,2,0.714,1,0,0,1.97,0.042,0,14941,332,0.626,368,0.002,515.4,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,17,1.82
158535,TWN,亞洲,台灣,2020/3/9,45,0,0.571,1,0,0,1.886,0.042,0,14609,476,0.612,393,0.002,688.3,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,15,2.07
158534,TWN,亞洲,台灣,2020/3/8,45,0,0.714,1,0,0,1.886,0.042,0,14133,298,0.592,411,0.002,575.6,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,13,2.54
158533,TWN,亞洲,台灣,2020/3/7,45,0,0.857,1,0,0,1.886,0.042,0,13835,307,0.58,429,0.002,500.6,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,12,2.84
158532,TWN,亞洲,台灣,2020/3/6,45,1,1.571,1,0,0,1.886,0.042,0,13528,381,0.567,459,0.003,292.2,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,12,2.84
158531,TWN,亞洲,台灣,2020/3/5,44,2,1.714,1,0,0,1.844,0.042,0,13147,297,0.551,457,0.004,266.6,0,0,0,0,0,0,28.7,23855008,42.2,8.353,80.46,12,2.75
158530,TWN,亞洲,台灣,2020/3/4,42,0,1.429,1,0,0,1.761,0.042,0,12850,485,0.539,489,0.003,342.2,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,12,2.59
158529,TWN,亞洲,台灣,2020/3/3,42,1,1.571,1,0,0,1.761,0.042,0,12365,506,0.518,494,0.003,314.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,12,2.59
158528,TWN,亞洲,台灣,2020/3/2,41,1,1.571,1,0,0,1.719,0.042,0,11859,600,0.497,509,0.003,324,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,12,2.5
158527,TWN,亞洲,台灣,2020/3/1,40,1,1.714,1,0,0,1.677,0.042,0,11259,430,0.472,523,0.003,305.1,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,9,3.56
158526,TWN,亞洲,台灣,2020/2/29,39,5,1.857,1,0,0,1.635,0.042,0,10829,511,0.454,508,0.004,273.6,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,9,3.45
158525,TWN,亞洲,台灣,2020/2/28,34,2,1.143,1,0,0,1.425,0.042,0,10318,371,0.433,499,0.002,436.6,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,6,4.84
158524,TWN,亞洲,台灣,2020/2/27,32,0,1.143,1,0,0,1.341,0.042,0,9947,520,0.417,548,0.002,479.4,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,5,5.61
158523,TWN,亞洲,台灣,2020/2/26,32,1,1.286,1,0,0,1.341,0.042,0,9427,521,0.395,587,0.002,456.5,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,5,5.61
158522,TWN,亞洲,台灣,2020/2/25,31,1,1.286,1,0,0,1.3,0.042,0,8906,609,0.373,612,0.002,475.9,0,0,0,0,0,0,23.15,23855008,42.2,8.353,80.46,5,5.41
158521,TWN,亞洲,台灣,2020/2/24,30,2,1.143,1,0,0,1.258,0.042,0,8297,698,0.348,644,0.002,563.4,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,5,5.21
158520,TWN,亞洲,台灣,2020/2/23,28,2,1.143,1,0,0,1.174,0.042,0,7599,328,0.319,660,0.002,577.4,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,13.52
158519,TWN,亞洲,台灣,2020/2/22,26,0,1.143,1,0,0.143,1.09,0.042,0,7271,444,0.305,630,0.002,551.2,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,12.52
158518,TWN,亞洲,台灣,2020/2/21,26,2,1.143,1,0,0.143,1.09,0.042,0,6827,714,0.286,579,0.002,506.6,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,12.52
158517,TWN,亞洲,台灣,2020/2/20,24,1,0.857,1,0,0,1.006,0.042,0,6113,796,0.256,487,0.002,568.3,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,11.52
158516,TWN,亞洲,台灣,2020/2/19,23,1,0.714,1,0,0,0.964,0.042,0,5317,696,0.223,390,0.002,546.2,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,11.02
158515,TWN,亞洲,台灣,2020/2/18,22,0,0.571,1,0,0,0.922,0.042,0,4621,832,0.194,309,0.002,541.2,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,10.52
158514,TWN,亞洲,台灣,2020/2/17,22,2,0.571,1,0,0,0.922,0.042,0,3789,813,0.159,214,0.003,374.8,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,10.52
158513,TWN,亞洲,台灣,2020/2/16,20,2,0.286,1,1,0,0.838,0.042,0,2976,112,0.125,127,0.002,444.1,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,9.53
158512,TWN,亞洲,台灣,2020/2/15,18,0,0.143,0,0,0,0.755,0,0,2864,89,0.12,129,0.001,902.1,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,99999
158511,TWN,亞洲,台灣,2020/2/14,18,0,0.286,0,0,0,0.755,0,0,2775,72,0.116,149,0.002,521,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,2,99999
158510,TWN,亞洲,台灣,2020/2/13,18,0,0.286,0,0,0,0.755,0,0,2703,115,0.113,167,0.002,583.9,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,1,99999
158509,TWN,亞洲,台灣,2020/2/12,18,0,1,0,0,0,0.755,0,0,2588,128,0.108,161,0.006,161,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,1,99999
158508,TWN,亞洲,台灣,2020/2/11,18,0,1,0,0,0,0.755,0,0,2460,168,0.103,166,0.006,166,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,1,99999
158507,TWN,亞洲,台灣,2020/2/10,18,0,1.143,0,0,0,0.755,0,0,2292,205,0.096,156,0.007,136.5,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,1,99999
158506,TWN,亞洲,台灣,2020/2/9,18,1,1.143,0,0,0,0.755,0,0,2087,128,0.087,146,0.008,127.7,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,1,99999
158505,TWN,亞洲,台灣,2020/2/8,17,1,1,0,0,0,0.713,0,0,1959,225,0.082,137,0.007,137,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,1,99999
158504,TWN,亞洲,台灣,2020/2/7,16,0,0.857,0,0,0,0.671,0,0,1734,199,0.073,117,0.007,136.5,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,1,99999
158503,TWN,亞洲,台灣,2020/2/6,16,5,1,0,0,0,0.671,0,0,1535,77,0.064,102,0.01,102,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,1,99999
158502,TWN,亞洲,台灣,2020/2/5,11,0,0.429,0,0,0,0.461,0,0,1458,157,0.061,105,0.004,244.8,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,0,99999
158501,TWN,亞洲,台灣,2020/2/4,11,1,0.429,0,0,0,0.461,0,0,1301,103,0.055,98,0.004,228.4,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,0,99999
158500,TWN,亞洲,台灣,2020/2/3,10,0,0.714,0,0,0,0.419,0,0,1198,131,0.05,97,0.007,135.9,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,0,99999
158499,TWN,亞洲,台灣,2020/2/2,10,0,0.857,0,0,0,0.419,0,0,1067,64,0.045,95,0.009,110.9,0,0,0,0,0,0,30.56,23855008,42.2,8.353,80.46,0,99999
158498,TWN,亞洲,台灣,2020/2/1,10,0,1,0,0,0,0.419,0,0,1003,87,0.042,103,0.01,103,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158497,TWN,亞洲,台灣,2020/1/31,10,1,1,0,0,0,0.419,0,0,916,93,0.038,104,0.01,104,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158496,TWN,亞洲,台灣,2020/1/30,9,1,1.143,0,0,0,0.377,0,0,823,100,0.035,98,0.012,85.7,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158495,TWN,亞洲,台灣,2020/1/29,8,0,1,0,0,0,0.335,0,0,723,106,0.03,94,0.011,94,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158494,TWN,亞洲,台灣,2020/1/28,8,3,1,0,0,0,0.335,0,0,617,95,0.026,85,0.012,85,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158493,TWN,亞洲,台灣,2020/1/27,5,1,0,0,0,0,0.21,0,0,522,123,0.022,73,0,0,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158492,TWN,亞洲,台灣,2020/1/26,4,1,0,0,0,0,0.168,0,0,399,117,0.017,56,0,0,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158491,TWN,亞洲,台灣,2020/1/25,3,0,0,0,0,0,0.126,0,0,282,91,0.012,40,0,0,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158490,TWN,亞洲,台灣,2020/1/24,3,2,0,0,0,0,0.126,0,0,191,57,0.008,27,0,0,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158489,TWN,亞洲,台灣,2020/1/23,1,0,0,0,0,0,0.042,0,0,134,70,0.006,19,0,0,0,0,0,0,0,0,19.44,23855008,42.2,8.353,80.46,0,99999
158488,TWN,亞洲,台灣,2020/1/22,1,0,0,0,0,0,0.042,0,0,64,44,0.003,0,0,0,0,0,0,0,0,0,13.89,23855008,42.2,8.353,80.46,0,99999
158487,TWN,亞洲,台灣,2020/1/21,0,0,0,0,0,0,0,0,0,20,12,0.001,0,0,0,0,0,0,0,0,0,13.89,23855008,42.2,8.353,80.46,0,99999
158486,TWN,亞洲,台灣,2020/1/20,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,13.89,23855008,42.2,8.353,80.46,0,99999
158485,TWN,亞洲,台灣,2020/1/19,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,8.33,23855008,42.2,8.353,80.46,0,99999
158484,TWN,亞洲,台灣,2020/1/18,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,8.33,23855008,42.2,8.353,80.46,0,99999
158483,TWN,亞洲,台灣,2020/1/17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,23855008,42.2,8.353,80.46,0,99999
158482,TWN,亞洲,台灣,2020/1/16,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,8.33,23855008,42.2,8.353,80.46,0,99999
